datetime,actual_spread,forecast_spread
2025-12-25 15:22:00+00:00,7.448285027277052,0.053867345964516096
2025-12-25 15:25:00+00:00,13.819090748976578,0.053867345964516096
2025-12-26 02:13:00+00:00,7.345413678440252,0.053867345964516096
2025-12-26 02:14:00+00:00,16.80103747968243,0.053867345964516096
2025-12-26 02:15:00+00:00,10.329680458302226,0.053867345964516096
2025-12-26 02:33:00+00:00,-7.1601616435965525,0.053867345964516096
2025-12-26 14:48:00+00:00,-12.792807970362901,0.053867345964516096
2025-12-26 14:49:00+00:00,-8.077197677424573,0.053867345964516096
2025-12-26 14:53:00+00:00,-8.074809343468587,0.053867345964516096
2025-12-26 14:54:00+00:00,-12.766894729422297,0.053867345964516096
2025-12-26 15:30:00+00:00,9.716766330400787,0.053867345964516096
2025-12-26 15:45:00+00:00,9.43028817816321,0.053867345964516096
2025-12-26 17:06:00+00:00,-52.24317034133615,0.053867345964516096
2025-12-26 19:31:00+00:00,-6.815909067913253,0.053867345964516096
2025-12-27 01:51:00+00:00,-32.269676737959344,0.053867345964516096
2025-12-27 08:58:00+00:00,7.491441391430499,0.053867345964516096
2025-12-27 22:13:00+00:00,10.554430480098063,0.053867345964516096
2025-12-28 05:02:00+00:00,-30.48899429700839,0.053867345964516096
2025-12-28 05:57:00+00:00,-121.73531963489631,0.053867345964516096
2025-12-28 18:13:00+00:00,-7.644556005866889,0.053867345964516096
2025-12-29 00:28:00+00:00,7.790496505617284,0.053867345964516096
2025-12-29 00:29:00+00:00,7.785839024324105,0.053867345964516096
2025-12-29 02:05:00+00:00,9.920765057993387,0.053867345964516096
2025-12-29 02:06:00+00:00,11.83636829936313,0.053867345964516096
2025-12-29 03:34:00+00:00,10.664182245615924,0.053867345964516096
2025-12-29 03:38:00+00:00,7.949406932591198,0.053867345964516096
2025-12-29 04:22:00+00:00,-7.601997258175743,0.053867345964516096
2025-12-29 09:36:00+00:00,-7.884253281986578,0.053867345964516096
2025-12-29 12:12:00+00:00,-6.979616676844299,0.053867345964516096
2025-12-29 12:23:00+00:00,7.731185694516474,0.053867345964516096
2025-12-29 14:31:00+00:00,9.907787240362813,0.053867345964516096
2025-12-29 14:57:00+00:00,-7.203342689997953,0.053867345964516096
2025-12-29 15:09:00+00:00,7.330197770745144,0.053867345964516096
2025-12-30 08:01:00+00:00,9.213369764604431,0.053867345964516096
2025-12-30 08:02:00+00:00,7.26340846566929,0.053867345964516096
2025-12-30 08:20:00+00:00,-10.727231147184648,0.053867345964516096
2025-12-30 14:02:00+00:00,-9.692700099986268,0.053867345964516096
2025-12-30 14:36:00+00:00,-7.106585957241805,0.053867345964516096
2025-12-30 14:37:00+00:00,-7.744404825336687,0.053867345964516096
2025-12-30 14:38:00+00:00,-6.867861247836117,0.053867345964516096
2025-12-30 14:49:00+00:00,6.995245917752982,0.053867345964516096
2025-12-30 14:50:00+00:00,7.937960297421644,0.053867345964516096
2025-12-30 14:51:00+00:00,16.24134523355724,0.053867345964516096
2025-12-30 14:52:00+00:00,11.84057161549008,0.053867345964516096
2025-12-30 15:02:00+00:00,-7.290722884934591,0.053867345964516096
2025-12-30 18:50:00+00:00,-8.036202434176516,0.053867345964516096
2025-12-30 22:43:00+00:00,7.395206967274199,0.053867345964516096
