event_id,start_time,end_time,trade_count,total_volume_eth,total_profit,avg_spread,direction,strong_signal_ratio,arbitrage_type
330,2025-12-04 19:03:11+00:00,2025-12-04 19:03:11+00:00,1,0.0373454352241733,0.025935629437408878,-9.694479239075008,sell,0.0,"Sell on Uniswap, Buy on Binance"
331,2025-12-04 19:11:47+00:00,2025-12-04 19:11:47+00:00,2,0.0320208147218699,0.12750467567958956,-12.402630239210339,sell,0.5,"Sell on Uniswap, Buy on Binance"
332,2025-12-04 19:11:59+00:00,2025-12-04 19:11:59+00:00,1,0.7021704555454804,3.938385338945148,-14.608873611587114,sell,1.0,"Sell on Uniswap, Buy on Binance"
333,2025-12-04 19:12:23+00:00,2025-12-04 19:12:23+00:00,3,0.697348316948506,2.243506075361166,-11.780268242213273,sell,0.0,"Sell on Uniswap, Buy on Binance"
334,2025-12-04 19:12:35+00:00,2025-12-04 19:12:35+00:00,3,2.9470240376653916,19.053908445801273,-14.383144487683694,sell,0.3333333333333333,"Sell on Uniswap, Buy on Binance"
335,2025-12-04 19:12:47+00:00,2025-12-04 19:12:47+00:00,1,0.0057815824679999,0.01497124558134108,-11.589471942016644,sell,0.0,"Sell on Uniswap, Buy on Binance"
336,2025-12-04 19:13:23+00:00,2025-12-04 19:13:23+00:00,6,0.8705000542958631,0.8225836249640462,-12.02426091579711,sell,0.0,"Sell on Uniswap, Buy on Binance"
337,2025-12-04 19:13:35+00:00,2025-12-04 19:13:35+00:00,1,0.1221309175281862,0.7258193867013735,-14.942961875594392,sell,0.0,"Sell on Uniswap, Buy on Binance"
338,2025-12-04 19:13:59+00:00,2025-12-04 19:13:59+00:00,2,0.18537249536639208,0.952679633670183,-14.166033430397874,sell,0.0,"Sell on Uniswap, Buy on Binance"
339,2025-12-04 19:14:47+00:00,2025-12-04 19:14:47+00:00,2,0.0539629478693948,0.006805339739231312,-9.1177146458665,sell,0.0,"Sell on Uniswap, Buy on Binance"
340,2025-12-04 19:17:47+00:00,2025-12-04 19:17:47+00:00,1,1.230515981197e-06,1.8263861263882018e-06,-10.484244133596349,sell,0.0,"Sell on Uniswap, Buy on Binance"
341,2025-12-04 19:18:35+00:00,2025-12-04 19:18:35+00:00,3,4.209659654616487,22.06107368603816,-14.115932192880033,sell,0.0,"Sell on Uniswap, Buy on Binance"
342,2025-12-04 19:18:47+00:00,2025-12-04 19:18:47+00:00,2,0.2681474679265609,2.5392607989838014,-18.178289325026753,sell,0.5,"Sell on Uniswap, Buy on Binance"
343,2025-12-04 19:18:59+00:00,2025-12-04 19:18:59+00:00,2,0.0555396662033048,0.52752002733792,-18.510476933574182,sell,0.0,"Sell on Uniswap, Buy on Binance"
344,2025-12-04 19:19:11+00:00,2025-12-04 19:19:11+00:00,1,2.9092715190000003,20.86317404531914,-16.17127085219272,sell,0.0,"Sell on Uniswap, Buy on Binance"
345,2025-12-04 19:19:23+00:00,2025-12-04 19:19:23+00:00,1,0.0450390357227296,0.025489638829935855,-9.565945483088399,sell,0.0,"Sell on Uniswap, Buy on Binance"
346,2025-12-04 19:19:35+00:00,2025-12-04 19:19:35+00:00,4,1.5905614321276138,5.805382012346374,-13.418432533875944,sell,0.0,"Sell on Uniswap, Buy on Binance"
347,2025-12-04 19:20:11+00:00,2025-12-04 19:20:11+00:00,3,1.112381556063519,5.181687542081302,-13.926881337520323,sell,0.0,"Sell on Uniswap, Buy on Binance"
348,2025-12-04 19:20:35+00:00,2025-12-04 19:20:35+00:00,2,0.9795736371922765,1.3044745621106475,-10.159904987818663,sell,0.0,"Sell on Uniswap, Buy on Binance"
349,2025-12-04 19:20:47+00:00,2025-12-04 19:20:47+00:00,1,0.0105445612744524,0.014673112526800286,-10.39153371533348,sell,0.0,"Sell on Uniswap, Buy on Binance"
350,2025-12-04 19:20:59+00:00,2025-12-04 19:20:59+00:00,1,0.0674218399529263,0.06826170643434974,-10.012456890556678,sell,0.0,"Sell on Uniswap, Buy on Binance"
351,2025-12-04 19:24:59+00:00,2025-12-04 19:24:59+00:00,1,7.139999996567474,14.711578456898023,11.060445163021086,buy,0.0,"Buy on Uniswap, Sell on Binance"
352,2025-12-04 19:27:47+00:00,2025-12-04 19:27:47+00:00,1,0.9918133807638436,0.08080176782789565,9.081468721228248,buy,0.0,"Buy on Uniswap, Sell on Binance"
353,2025-12-04 19:31:59+00:00,2025-12-04 19:31:59+00:00,2,1.4885523906824998,1.2041127115805124,10.039641509544253,buy,0.0,"Buy on Uniswap, Sell on Binance"
354,2025-12-04 19:32:23+00:00,2025-12-04 19:32:23+00:00,1,0.0169969368283578,0.09665654874692355,14.686704005727734,buy,1.0,"Buy on Uniswap, Sell on Binance"
355,2025-12-04 19:33:59+00:00,2025-12-04 19:33:59+00:00,1,5.014778485079787,1.372215383349066,-9.273634296595901,sell,0.0,"Sell on Uniswap, Buy on Binance"
356,2025-12-04 19:35:47+00:00,2025-12-04 19:35:47+00:00,3,0.522601391900711,0.49102883626805777,10.084074834920253,buy,0.0,"Buy on Uniswap, Sell on Binance"
357,2025-12-04 20:06:35+00:00,2025-12-04 20:06:35+00:00,3,0.661613209216721,0.6696514594300743,-9.578639405726031,sell,0.0,"Sell on Uniswap, Buy on Binance"
358,2025-12-05 02:58:23+00:00,2025-12-05 02:58:23+00:00,1,6.4298421156e-08,6.702228896770985e-08,10.042362903516732,buy,1.0,"Buy on Uniswap, Sell on Binance"
359,2025-12-05 03:11:59+00:00,2025-12-05 03:11:59+00:00,1,4.984999992861887,2.040805335995011,9.409389235489925,buy,1.0,"Buy on Uniswap, Sell on Binance"
360,2025-12-05 03:15:23+00:00,2025-12-05 03:15:23+00:00,1,4.984999985351241,13.603987491539153,11.728984459682124,buy,1.0,"Buy on Uniswap, Sell on Binance"
361,2025-12-05 03:16:47+00:00,2025-12-05 03:16:47+00:00,1,4.98499999893884,14.771205632908018,11.963130518766775,buy,1.0,"Buy on Uniswap, Sell on Binance"
362,2025-12-05 04:52:47+00:00,2025-12-05 04:52:47+00:00,1,0.1649597165315983,0.19581954719260694,10.187074949629277,buy,1.0,"Buy on Uniswap, Sell on Binance"
363,2025-12-05 05:58:35+00:00,2025-12-05 05:58:35+00:00,1,0.546399998910733,0.09089881535230127,9.166359472059867,buy,1.0,"Buy on Uniswap, Sell on Binance"
364,2025-12-05 05:59:35+00:00,2025-12-05 05:59:35+00:00,1,0.0198821704570535,0.014152071197672313,9.711797096209466,buy,1.0,"Buy on Uniswap, Sell on Binance"
365,2025-12-05 07:15:59+00:00,2025-12-05 07:15:59+00:00,2,40.085005975718744,191.1092644151678,-15.909352318987203,sell,0.5,"Sell on Uniswap, Buy on Binance"
366,2025-12-05 09:18:47+00:00,2025-12-05 09:18:47+00:00,2,3.1317752355432056,8.549105292991282,-11.741108619874467,sell,1.0,"Sell on Uniswap, Buy on Binance"
367,2025-12-05 09:19:35+00:00,2025-12-05 09:19:35+00:00,1,0.0008232436292275,0.0007165062473941532,-9.870345329081374,sell,0.0,"Sell on Uniswap, Buy on Binance"
368,2025-12-05 11:33:59+00:00,2025-12-05 11:33:59+00:00,1,0.0225100446676103,0.0027010744655238954,-9.119994185058658,sell,1.0,"Sell on Uniswap, Buy on Binance"
369,2025-12-05 12:33:23+00:00,2025-12-05 12:33:23+00:00,1,2.419999995143027,0.5912294110639535,9.244309674483702,buy,1.0,"Buy on Uniswap, Sell on Binance"
370,2025-12-05 12:33:59+00:00,2025-12-05 12:33:59+00:00,1,1.2072126162275951,2.1579588439559347,10.787554913648364,buy,1.0,"Buy on Uniswap, Sell on Binance"
371,2025-12-05 12:34:11+00:00,2025-12-05 12:34:11+00:00,1,2.0239692335511914,3.3289396048801345,10.644758008025292,buy,1.0,"Buy on Uniswap, Sell on Binance"
372,2025-12-05 12:34:23+00:00,2025-12-05 12:34:23+00:00,1,0.0121781984850379,0.020659804007810447,10.696458144707776,buy,1.0,"Buy on Uniswap, Sell on Binance"
373,2025-12-05 13:07:35+00:00,2025-12-05 13:07:35+00:00,1,9.999999995146307,8.198358179456399,9.819835818343563,buy,0.0,"Buy on Uniswap, Sell on Binance"
374,2025-12-05 13:08:23+00:00,2025-12-05 13:08:23+00:00,1,0.9999999990246932,3.5593590341828363,12.559359037654303,buy,1.0,"Buy on Uniswap, Sell on Binance"
375,2025-12-05 13:09:47+00:00,2025-12-05 13:09:47+00:00,2,12.864732702630935,38.652637255825816,12.147130786080197,buy,0.5,"Buy on Uniswap, Sell on Binance"
376,2025-12-05 13:40:11+00:00,2025-12-05 13:40:11+00:00,1,2.89339002,0.5608849502589504,-9.193850447531076,sell,0.0,"Sell on Uniswap, Buy on Binance"
377,2025-12-05 13:40:59+00:00,2025-12-05 13:40:59+00:00,1,0.3692485361819837,0.7710995909569698,-11.088294239240895,sell,0.0,"Sell on Uniswap, Buy on Binance"
378,2025-12-05 13:41:11+00:00,2025-12-05 13:41:11+00:00,2,0.0248775378018917,0.055344155387020325,-11.204680583578693,sell,0.0,"Sell on Uniswap, Buy on Binance"
379,2025-12-05 13:41:23+00:00,2025-12-05 13:41:23+00:00,1,0.0006534079966999,0.00044947340370628697,-9.687890882842566,sell,0.0,"Sell on Uniswap, Buy on Binance"
380,2025-12-05 13:41:35+00:00,2025-12-05 13:41:35+00:00,2,0.2030141721604249,0.08505705780594651,-9.584310113433503,sell,0.0,"Sell on Uniswap, Buy on Binance"
381,2025-12-05 13:41:59+00:00,2025-12-05 13:41:59+00:00,3,6.500394939286467,4.376929886057207,-10.568924649119102,sell,0.0,"Sell on Uniswap, Buy on Binance"
382,2025-12-05 13:47:23+00:00,2025-12-05 13:47:23+00:00,2,203.87779916484752,11467.550898449621,91.46434053239886,buy,1.0,"Buy on Uniswap, Sell on Binance"
383,2025-12-05 14:10:47+00:00,2025-12-05 14:10:47+00:00,1,0.2450582841906601,0.07827348977750477,-9.319407646372838,sell,0.0,"Sell on Uniswap, Buy on Binance"
384,2025-12-05 14:11:11+00:00,2025-12-05 14:11:11+00:00,1,4.419923476512e-05,3.930585556476593e-05,-9.889288146585386,sell,0.0,"Sell on Uniswap, Buy on Binance"
385,2025-12-05 14:36:23+00:00,2025-12-05 14:36:23+00:00,1,0.1307913520500262,0.06888843806818741,-9.526704839337071,sell,0.0,"Sell on Uniswap, Buy on Binance"
386,2025-12-05 14:37:47+00:00,2025-12-05 14:37:47+00:00,2,0.6038353485220685,1.0701988069266337,-10.284806353144859,sell,0.0,"Sell on Uniswap, Buy on Binance"
387,2025-12-05 14:41:47+00:00,2025-12-05 14:41:47+00:00,1,8.396014969438799,14.096141068947675,10.678908520322693,buy,0.0,"Buy on Uniswap, Sell on Binance"
388,2025-12-05 14:41:59+00:00,2025-12-05 14:41:59+00:00,1,0.6642288558516319,3.4213942035217655,14.15092678281053,buy,0.0,"Buy on Uniswap, Sell on Binance"
389,2025-12-05 14:44:23+00:00,2025-12-05 14:44:23+00:00,1,4.783980038364692,0.08495707657007064,9.017758660339041,buy,0.0,"Buy on Uniswap, Sell on Binance"
390,2025-12-05 14:47:11+00:00,2025-12-05 14:47:11+00:00,1,5.787736101179465,13.612616989533537,-11.351976101114815,sell,0.0,"Sell on Uniswap, Buy on Binance"
391,2025-12-05 14:51:59+00:00,2025-12-05 14:51:59+00:00,2,1.8885295517800949,4.647094298793232,11.67580327931546,buy,0.0,"Buy on Uniswap, Sell on Binance"
392,2025-12-05 14:58:23+00:00,2025-12-05 14:58:23+00:00,1,14.380496613767487,5.156864058427224,9.358601249798994,buy,0.0,"Buy on Uniswap, Sell on Binance"
393,2025-12-05 14:59:23+00:00,2025-12-05 14:59:23+00:00,1,9.17133961050274,22.80544422075771,11.486599034522897,buy,0.0,"Buy on Uniswap, Sell on Binance"
394,2025-12-05 15:01:47+00:00,2025-12-05 15:01:47+00:00,1,0.0170951690886903,0.013490674378132039,9.789151268884325,buy,0.0,"Buy on Uniswap, Sell on Binance"
395,2025-12-05 15:03:47+00:00,2025-12-05 15:03:47+00:00,2,4.450725692890046,21.910935301776746,13.87583795893238,buy,0.0,"Buy on Uniswap, Sell on Binance"
396,2025-12-05 15:03:59+00:00,2025-12-05 15:03:59+00:00,2,0.8760939171977636,7.514258096199504,17.70361949934363,buy,1.0,"Buy on Uniswap, Sell on Binance"
397,2025-12-05 15:04:11+00:00,2025-12-05 15:04:11+00:00,2,1.4542394539218741,16.66083192897694,21.218184385400946,buy,1.0,"Buy on Uniswap, Sell on Binance"
398,2025-12-05 15:04:47+00:00,2025-12-05 15:04:47+00:00,1,0.0461328556096332,0.29294908623008614,15.350118204451974,buy,0.0,"Buy on Uniswap, Sell on Binance"
399,2025-12-05 15:04:59+00:00,2025-12-05 15:04:59+00:00,1,1.4522345377727393,11.530853034828125,16.940076299598786,buy,0.0,"Buy on Uniswap, Sell on Binance"
400,2025-12-05 15:06:47+00:00,2025-12-05 15:06:47+00:00,1,0.1654906937421822,0.566307756426957,-12.42199155506114,sell,0.0,"Sell on Uniswap, Buy on Binance"
401,2025-12-05 15:07:11+00:00,2025-12-05 15:07:11+00:00,1,0.5080799248000001,1.5380048854979964,-12.027092412878574,sell,0.0,"Sell on Uniswap, Buy on Binance"
402,2025-12-05 15:10:23+00:00,2025-12-05 15:10:23+00:00,1,9.999999972720618,9.43200993129688,9.943200995702682,buy,0.0,"Buy on Uniswap, Sell on Binance"
403,2025-12-05 15:51:47+00:00,2025-12-05 15:51:47+00:00,1,4.9442382444950016e-05,6.958336193444802e-05,-10.407362640987685,sell,0.0,"Sell on Uniswap, Buy on Binance"
404,2025-12-05 15:51:59+00:00,2025-12-05 15:51:59+00:00,1,5.1008947803511e-05,0.0001906905050768373,-12.73837362439599,sell,0.0,"Sell on Uniswap, Buy on Binance"
405,2025-12-05 15:55:11+00:00,2025-12-05 15:55:11+00:00,2,65.52075362108242,176.0913427707557,17.996931991555584,buy,0.5,"Buy on Uniswap, Sell on Binance"
406,2025-12-05 15:58:59+00:00,2025-12-05 15:58:59+00:00,1,2.0544710233828094,0.36242156451113844,9.17640626730008,buy,0.0,"Buy on Uniswap, Sell on Binance"
407,2025-12-05 16:04:23+00:00,2025-12-05 16:04:23+00:00,1,2.655779756487e-06,2.982470697652939e-06,-10.123011307834531,sell,0.0,"Sell on Uniswap, Buy on Binance"
408,2025-12-05 16:05:35+00:00,2025-12-05 16:05:35+00:00,1,1.2488848552947271,0.4337959432868908,-9.347346628032028,sell,0.0,"Sell on Uniswap, Buy on Binance"
409,2025-12-05 16:05:47+00:00,2025-12-05 16:05:47+00:00,3,3.123496219049828,4.63985623478771,-11.453861162409643,sell,0.0,"Sell on Uniswap, Buy on Binance"
410,2025-12-05 16:06:11+00:00,2025-12-05 16:06:11+00:00,1,2.8048469128229825,17.340543759696484,-15.18234944674532,sell,0.0,"Sell on Uniswap, Buy on Binance"
411,2025-12-05 16:06:23+00:00,2025-12-05 16:06:23+00:00,5,2.950089688849154,36.60452764314544,-19.75235886182363,sell,0.8,"Sell on Uniswap, Buy on Binance"
412,2025-12-05 16:07:47+00:00,2025-12-05 16:07:47+00:00,1,4.789415239055267,34.43725679059855,-16.190284214611438,sell,0.0,"Sell on Uniswap, Buy on Binance"
413,2025-12-05 16:08:11+00:00,2025-12-05 16:08:11+00:00,6,1.624148924085928,9.940988220181064,-15.045682366293326,sell,0.0,"Sell on Uniswap, Buy on Binance"
414,2025-12-05 16:08:47+00:00,2025-12-05 16:08:47+00:00,1,10.389827412500065,11.696291662492067,-10.125744557452435,sell,0.0,"Sell on Uniswap, Buy on Binance"
415,2025-12-05 16:09:47+00:00,2025-12-05 16:09:47+00:00,2,0.1097199664227819,0.14672550437844004,-10.866596175235827,sell,0.0,"Sell on Uniswap, Buy on Binance"
416,2025-12-05 16:10:11+00:00,2025-12-05 16:10:11+00:00,1,0.0804418033447003,0.14880637316124268,-10.849863714809999,sell,0.0,"Sell on Uniswap, Buy on Binance"
417,2025-12-05 16:10:23+00:00,2025-12-05 16:10:23+00:00,1,0.0029815522974886,0.0030477729266219244,-10.022210118262592,sell,0.0,"Sell on Uniswap, Buy on Binance"
418,2025-12-05 16:12:47+00:00,2025-12-05 16:12:47+00:00,1,5.4447442342084e-05,2.6992445935046798e-05,-9.495752321393866,sell,0.0,"Sell on Uniswap, Buy on Binance"
419,2025-12-05 16:15:59+00:00,2025-12-05 16:15:59+00:00,1,0.1274549160772098,0.0007909284292216799,-9.006205554509506,sell,0.0,"Sell on Uniswap, Buy on Binance"
420,2025-12-05 16:17:59+00:00,2025-12-05 16:17:59+00:00,1,1.499999998985197,10.522379894287578,16.014919934270893,buy,0.0,"Buy on Uniswap, Sell on Binance"
421,2025-12-05 16:22:35+00:00,2025-12-05 16:22:35+00:00,2,1.0126249469104915,1.066680800677036,-10.242004074672877,sell,0.0,"Sell on Uniswap, Buy on Binance"
422,2025-12-05 16:22:47+00:00,2025-12-05 16:22:47+00:00,3,4.61403946209562,4.103328708778691,-9.816547765880236,sell,0.0,"Sell on Uniswap, Buy on Binance"
423,2025-12-05 16:31:23+00:00,2025-12-05 16:31:23+00:00,1,0.000321818678227,0.0006221712227615115,-10.933297427573962,sell,0.0,"Sell on Uniswap, Buy on Binance"
424,2025-12-05 16:31:35+00:00,2025-12-05 16:31:35+00:00,1,0.088803331171525,0.5162510096854908,-14.813419416534543,sell,0.0,"Sell on Uniswap, Buy on Binance"
425,2025-12-05 16:33:59+00:00,2025-12-05 16:33:59+00:00,1,0.0178529777921804,0.010776283144662849,-9.6036126449103,sell,0.0,"Sell on Uniswap, Buy on Binance"
426,2025-12-05 16:39:47+00:00,2025-12-05 16:39:47+00:00,5,2.7045811926023777,13.400949330932033,-14.100798000539271,sell,0.0,"Sell on Uniswap, Buy on Binance"
427,2025-12-05 16:40:11+00:00,2025-12-05 16:40:11+00:00,1,2.970630045,9.919581515549025,-12.339218066633748,sell,0.0,"Sell on Uniswap, Buy on Binance"
428,2025-12-05 16:40:35+00:00,2025-12-05 16:40:35+00:00,2,3.257117388464151,2.24186021972899,-10.171346053893103,sell,0.0,"Sell on Uniswap, Buy on Binance"
429,2025-12-05 16:48:11+00:00,2025-12-05 16:48:11+00:00,1,2.980485972,0.9184520304332447,-9.308155126063866,sell,0.0,"Sell on Uniswap, Buy on Binance"
430,2025-12-05 16:48:35+00:00,2025-12-05 16:48:35+00:00,1,2.981897298,1.2113583855212988,-9.406237460402735,sell,0.0,"Sell on Uniswap, Buy on Binance"
431,2025-12-05 16:56:47+00:00,2025-12-05 16:56:47+00:00,1,0.0183341263952364,0.003716954141582033,9.202734183317716,buy,0.0,"Buy on Uniswap, Sell on Binance"
432,2025-12-05 16:57:11+00:00,2025-12-05 16:57:11+00:00,1,1.176171352778513,1.746305507771256,10.484737324749403,buy,0.0,"Buy on Uniswap, Sell on Binance"
433,2025-12-05 17:01:23+00:00,2025-12-05 17:01:23+00:00,3,70.68493689326401,1157.6207481656038,24.3985907025517,buy,1.0,"Buy on Uniswap, Sell on Binance"
434,2025-12-05 17:06:47+00:00,2025-12-05 17:06:47+00:00,4,7.917717622491603,41.15708888916646,-12.73915147350408,sell,0.0,"Sell on Uniswap, Buy on Binance"
435,2025-12-05 17:07:23+00:00,2025-12-05 17:07:23+00:00,1,10.502550024479246,18.09838783795421,-10.723237480018724,sell,0.0,"Sell on Uniswap, Buy on Binance"
436,2025-12-05 17:07:35+00:00,2025-12-05 17:07:35+00:00,2,7.5365029141965705,7.588931099941578,-9.86076280009047,sell,0.0,"Sell on Uniswap, Buy on Binance"
437,2025-12-05 17:19:47+00:00,2025-12-05 17:19:47+00:00,1,0.1341999997311025,0.04933541184531749,9.36762602044837,buy,0.0,"Buy on Uniswap, Sell on Binance"
438,2025-12-05 17:19:59+00:00,2025-12-05 17:19:59+00:00,1,0.0408999999574131,0.05877687161259558,10.437087326987694,buy,0.0,"Buy on Uniswap, Sell on Binance"
439,2025-12-05 17:51:47+00:00,2025-12-05 17:51:47+00:00,1,0.0306476604593479,0.07735426706804094,11.523986037062969,buy,0.0,"Buy on Uniswap, Sell on Binance"
440,2025-12-05 18:06:47+00:00,2025-12-05 18:06:47+00:00,1,0.0022003286201665,0.007030362345356747,12.195141980575954,buy,1.0,"Buy on Uniswap, Sell on Binance"
441,2025-12-05 18:07:11+00:00,2025-12-05 18:07:11+00:00,3,0.1763865954693721,0.37869102088679363,11.520565221994579,buy,0.0,"Buy on Uniswap, Sell on Binance"
442,2025-12-05 18:07:23+00:00,2025-12-05 18:07:23+00:00,3,1.7124895785006524,1.2234127252792082,9.892023515877858,buy,0.0,"Buy on Uniswap, Sell on Binance"
443,2025-12-05 18:07:35+00:00,2025-12-05 18:07:35+00:00,3,1.1247649147446364,3.255295677290559,12.023562531531903,buy,0.3333333333333333,"Buy on Uniswap, Sell on Binance"
444,2025-12-05 18:07:47+00:00,2025-12-05 18:07:47+00:00,6,0.28219544007531633,1.6347504646749331,14.217430704485045,buy,1.0,"Buy on Uniswap, Sell on Binance"
445,2025-12-05 18:07:59+00:00,2025-12-05 18:07:59+00:00,3,1.6108242299674254,3.039454341071579,10.86938964750349,buy,0.0,"Buy on Uniswap, Sell on Binance"
446,2025-12-05 18:20:59+00:00,2025-12-05 18:20:59+00:00,2,0.0764768191390557,0.042102154074505266,-9.556979135865504,sell,0.0,"Sell on Uniswap, Buy on Binance"
447,2025-12-05 18:34:23+00:00,2025-12-05 18:34:23+00:00,1,1.0405857644397207,0.06274827579435371,-9.060300916982214,sell,0.0,"Sell on Uniswap, Buy on Binance"
448,2025-12-05 19:10:23+00:00,2025-12-05 19:10:23+00:00,2,0.8245766455311068,0.040190010103235266,9.027676037629817,buy,0.0,"Buy on Uniswap, Sell on Binance"
449,2025-12-05 19:10:47+00:00,2025-12-05 19:10:47+00:00,1,0.3741437747724351,0.1585596775090997,9.423793440384088,buy,0.0,"Buy on Uniswap, Sell on Binance"
450,2025-12-05 19:17:35+00:00,2025-12-05 19:17:35+00:00,1,0.0599369915327224,0.026328162954150008,9.439264005097357,buy,0.0,"Buy on Uniswap, Sell on Binance"
451,2025-12-05 20:18:11+00:00,2025-12-05 20:18:11+00:00,1,3.9775705262000016e-08,5.846596877449864e-07,-23.69891442260723,sell,1.0,"Sell on Uniswap, Buy on Binance"
452,2025-12-05 21:23:59+00:00,2025-12-05 21:23:59+00:00,1,3.205620398345176,2.276194469518749,-9.710063634076505,sell,1.0,"Sell on Uniswap, Buy on Binance"
453,2025-12-05 22:12:59+00:00,2025-12-05 22:12:59+00:00,1,1.0450009494799998e-05,1.2383186778537998e-06,-9.118499287342274,sell,1.0,"Sell on Uniswap, Buy on Binance"
454,2025-12-06 00:36:35+00:00,2025-12-06 00:36:35+00:00,1,4.984999987091807,12.358276082159804,11.479092500333081,buy,1.0,"Buy on Uniswap, Sell on Binance"
455,2025-12-06 01:11:35+00:00,2025-12-06 01:11:35+00:00,1,27.34215407587541,12.907486735272215,9.472072781809857,buy,1.0,"Buy on Uniswap, Sell on Binance"
456,2025-12-06 12:18:35+00:00,2025-12-06 12:18:35+00:00,1,4.984999994815904,6.464305646638221,10.29675138482662,buy,1.0,"Buy on Uniswap, Sell on Binance"
457,2025-12-06 13:46:11+00:00,2025-12-06 13:46:11+00:00,1,0.0476349765862463,0.09519324301921442,10.998389625464824,buy,1.0,"Buy on Uniswap, Sell on Binance"
458,2025-12-06 14:16:23+00:00,2025-12-06 14:16:23+00:00,1,1.4085309635678902,0.06441967576606335,9.045735363603853,buy,0.0,"Buy on Uniswap, Sell on Binance"
459,2025-12-06 14:17:11+00:00,2025-12-06 14:17:11+00:00,1,0.0092685748197446,0.01456805859322159,10.57176900187369,buy,1.0,"Buy on Uniswap, Sell on Binance"
460,2025-12-06 15:33:47+00:00,2025-12-06 15:33:47+00:00,1,3.084523142647999,0.7297302494183734,9.236577978400874,buy,1.0,"Buy on Uniswap, Sell on Binance"
461,2025-12-06 15:37:23+00:00,2025-12-06 15:37:23+00:00,1,9.41759999062327,19.37258878230211,11.057062181616402,buy,1.0,"Buy on Uniswap, Sell on Binance"
462,2025-12-06 19:02:11+00:00,2025-12-06 19:02:11+00:00,1,1.8442961852305269,0.12495534370992492,-9.067752319128886,sell,1.0,"Sell on Uniswap, Buy on Binance"
463,2025-12-06 19:06:47+00:00,2025-12-06 19:06:47+00:00,1,0.0015707591813862,0.003449924352620682,-11.196341994051636,sell,1.0,"Sell on Uniswap, Buy on Binance"
464,2025-12-07 13:16:35+00:00,2025-12-07 13:16:35+00:00,1,0.0002559900478958,0.00024636494963653667,-9.962400498228817,sell,0.0,"Sell on Uniswap, Buy on Binance"
465,2025-12-07 13:17:47+00:00,2025-12-07 13:17:47+00:00,1,2.235183499885109,5.8623706894940835,-11.622769311689808,sell,0.0,"Sell on Uniswap, Buy on Binance"
466,2025-12-07 13:20:23+00:00,2025-12-07 13:20:23+00:00,1,1.2411957821214796,5.698587935898866,-13.591207944776215,sell,0.0,"Sell on Uniswap, Buy on Binance"
467,2025-12-07 14:04:59+00:00,2025-12-07 14:04:59+00:00,1,4.369843560598391,0.6109913063461001,9.139819949587036,buy,0.0,"Buy on Uniswap, Sell on Binance"
468,2025-12-07 14:23:23+00:00,2025-12-07 14:23:23+00:00,1,4.3459250569258e-05,0.0008405991486190191,-28.342237558363195,sell,1.0,"Sell on Uniswap, Buy on Binance"
469,2025-12-07 14:23:59+00:00,2025-12-07 14:23:59+00:00,2,3.218943339952456,95.32044990589844,-38.274956601121175,sell,1.0,"Sell on Uniswap, Buy on Binance"
470,2025-12-07 14:24:35+00:00,2025-12-07 14:24:35+00:00,2,3.3708920166443166,97.62208473632829,-39.08651201880093,sell,1.0,"Sell on Uniswap, Buy on Binance"
471,2025-12-07 14:24:47+00:00,2025-12-07 14:24:47+00:00,2,0.2779890099297307,10.063440858449626,-46.54795224386203,sell,1.0,"Sell on Uniswap, Buy on Binance"
472,2025-12-07 14:24:59+00:00,2025-12-07 14:24:59+00:00,4,2.9100145836888847,40.34970726140902,-22.950328175226332,sell,0.0,"Sell on Uniswap, Buy on Binance"
473,2025-12-07 14:25:11+00:00,2025-12-07 14:25:11+00:00,5,45.41759565403085,859.8081614349552,-26.831701863264424,sell,0.0,"Sell on Uniswap, Buy on Binance"
474,2025-12-07 14:26:11+00:00,2025-12-07 14:26:11+00:00,1,28.831594373807803,173.3251554233476,15.011639633110462,buy,0.0,"Buy on Uniswap, Sell on Binance"
475,2025-12-07 14:26:59+00:00,2025-12-07 14:26:59+00:00,1,15.484923414758734,61.516518928342364,12.972671822820303,buy,0.0,"Buy on Uniswap, Sell on Binance"
476,2025-12-07 14:27:11+00:00,2025-12-07 14:27:11+00:00,2,17.301445838859923,22.481134408287005,11.825376650586577,buy,0.0,"Buy on Uniswap, Sell on Binance"
477,2025-12-07 14:28:35+00:00,2025-12-07 14:28:35+00:00,2,1.7389660811841656,5.590348983147733,-13.113724120833922,sell,0.0,"Sell on Uniswap, Buy on Binance"
478,2025-12-07 14:28:47+00:00,2025-12-07 14:28:47+00:00,1,2.10862171231242,14.736555124258249,-15.988714494501437,sell,0.0,"Sell on Uniswap, Buy on Binance"
479,2025-12-07 14:29:11+00:00,2025-12-07 14:29:11+00:00,1,0.011282005455241,0.0662720127670138,-14.874134082804176,sell,0.0,"Sell on Uniswap, Buy on Binance"
480,2025-12-07 14:29:23+00:00,2025-12-07 14:29:23+00:00,1,0.07108631712,0.38066807654396545,-14.355011934313097,sell,0.0,"Sell on Uniswap, Buy on Binance"
481,2025-12-07 14:30:59+00:00,2025-12-07 14:30:59+00:00,1,43.48362089704669,414.6259698661872,-18.53522179875199,sell,0.0,"Sell on Uniswap, Buy on Binance"
482,2025-12-07 14:31:59+00:00,2025-12-07 14:31:59+00:00,3,1.2090108371497112,0.009529346948574591,-9.218173035293754,sell,0.0,"Sell on Uniswap, Buy on Binance"
