datetime,price_uniswap,volume_eth_uniswap,direction_uniswap,price_binance,volume_eth_binance,direction_binance
2025-12-01 00:00:11+00:00,2992.7503525676893,0.02204182949754009,sell,2992.94,0.0657437502923546,buy
2025-12-01 00:00:11+00:00,2989.968839920136,0.675147995540288,buy,2992.94,0.0657437502923546,buy
2025-12-01 00:00:23+00:00,2992.871503830389,0.3533388585666223,sell,2992.94,0.0657437502923546,buy
2025-12-01 00:00:35+00:00,2994.2112972873765,3.7956293309346982,sell,2992.94,0.0657437502923546,buy
2025-12-01 00:00:47+00:00,2995.899545247315,1.4292544791072173,sell,2992.94,0.0657437502923546,buy
2025-12-01 00:00:59+00:00,2997.009011979126,2.0016865998805957,sell,2992.94,0.0657437502923546,buy
2025-12-01 00:01:11+00:00,2998.2070062497087,1.7010166374,sell,2993.51,0.0610608272778354,buy
2025-12-01 00:01:35+00:00,2995.408132191003,1.0873533432713243,buy,2994.08,0.0563779042633161,buy
2025-12-01 00:01:47+00:00,2994.540754564739,1.5970246087684727,buy,2994.65,0.0516949812487969,buy
2025-12-01 00:01:47+00:00,2993.949121044201,0.23455124974037012,buy,2995.22,0.0470120582342776,buy
2025-12-01 00:01:59+00:00,2993.695567523266,0.5506185708668219,buy,2995.79,0.0423291352197583,buy
2025-12-01 00:02:23+00:00,2995.83890857706,0.07232877755196775,sell,2995.222,0.1047685139665087,buy
2025-12-01 00:02:23+00:00,2992.26572918742,1.8636503244363811,buy,2994.654,0.167207892713259,buy
2025-12-01 00:02:23+00:00,2994.772415115347,0.3531017668196569,sell,2994.086,0.2296472714600093,buy
2025-12-01 00:02:23+00:00,2993.1690852949505,1.0799999999603944,buy,2993.518,0.2920866502067596,buy
2025-12-01 00:02:35+00:00,2994.939824545943,0.16503079960043385,sell,2992.95,0.35452602895351,buy
2025-12-01 00:02:47+00:00,2995.190440003869,0.6105212004474874,sell,2992.382,0.4169654077002603,buy
2025-12-01 00:02:47+00:00,2995.721519512996,1.0326358564540061,sell,2991.814,0.4794047864470106,buy
2025-12-01 00:03:11+00:00,2993.03162377353,0.08796442273071062,buy,2991.246,0.5418441651937609,buy
2025-12-01 00:03:23+00:00,2996.0200629801766,0.0667552272,sell,2990.678,0.6042835439405112,buy
2025-12-01 00:03:35+00:00,2994.5758797902977,0.45693344931898,buy,2990.11,0.6667229226872615,buy
2025-12-01 00:03:35+00:00,2994.9558623920448,0.7191468134958653,buy,2989.542,0.7291623014340118,buy
2025-12-01 00:03:35+00:00,2997.276791201309,2.809156836204418,sell,2988.974,0.7916016801807622,buy
2025-12-01 00:03:35+00:00,2996.20490200395,0.504956797843863,sell,2988.406,0.8540410589275125,buy
2025-12-01 00:03:47+00:00,2992.946352732573,4.58971309240417,buy,2987.838,0.9164804376742628,buy
2025-12-01 00:03:59+00:00,2991.126497213229,1.0501188261099756,buy,2987.27,0.9789198164210132,sell
2025-12-01 00:04:11+00:00,2986.115158748735,14.51335106083452,buy,2986.427272727273,0.9235187323102072,sell
2025-12-01 00:04:23+00:00,2993.078816517001,1.0468868396343487,sell,2985.5845454545456,0.8681176481994015,sell
2025-12-01 00:04:23+00:00,2993.426805919126,0.030932481735283037,sell,2984.741818181818,0.8127165640885956,sell
2025-12-01 00:04:23+00:00,2992.730209411807,6.053003209253644,sell,2983.899090909091,0.7573154799777898,sell
2025-12-01 00:04:23+00:00,2989.115312945712,4.123417278557112,buy,2983.056363636364,0.701914395866984,sell
2025-12-01 00:04:35+00:00,2988.797097815851,8.97815443163058,buy,2982.2136363636364,0.6465133117561782,sell
2025-12-01 00:04:35+00:00,2985.002888781321,2.809797949114965,buy,2981.370909090909,0.5911122276453724,sell
2025-12-01 00:04:35+00:00,2983.716991101631,1.1908488286913983,buy,2980.528181818182,0.5357111435345665,sell
2025-12-01 00:04:47+00:00,2989.869931987336,11.021082404443398,sell,2979.6854545454544,0.4803100594237607,sell
2025-12-01 00:04:47+00:00,2992.669038217221,1.658847478155272,sell,2978.842727272727,0.4249089753129549,sell
